PassengerId,HomePlanet,CryoSleep,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck
3545_01,0,0,0,18,0,67,8,1188,667,0
3549_01,1,0,2,25,0,55,173,5,3769,103
3549_02,1,1,2,62,0,0,0,0,0,0
3551_01,0,0,2,53,0,42,0,0,25,742
3554_01,0,0,0,28,0,496,0,2,205,0
3557_01,0,0,2,19,0,1194,4,21,0,223
3571_01,0,1,1,21,0,0,0,0,0,0
3574_01,0,0,2,20,0,82,503,69,94,24
3575_01,1,0,0,56,0,977,806,0,3744,361
3580_01,1,0,0,64,0,0,2404,9,0,77
3580_02,1,1,2,28,0,0,0,0,0,0
3581_01,1,0,2,36,0,3635,804,0,3,100
3583_01,2,0,2,51,0,914,140,2,0,0
3585_01,0,1,1,16,0,0,0,177,0,0
3587_01,0,1,0,21,0,0,0,0,0,0
3587_02,0,0,0,50,0,793,0,0,1,0
3587_03,0,0,2,0,0,0,0,0,0,0
3589_01,0,0,2,34,0,1043,0,70,744,0
3589_02,0,1,2,3,0,0,439,0,0,0
3589_03,0,1,1,11,0,0,0,0,0,0
3589_04,0,1,1,5,0,0,0,0,0,0
3589_05,0,0,2,47,0,1,439,0,302,0
3589_06,0,1,2,1,0,0,0,0,0,0
3589_07,0,1,2,0,0,0,0,0,0,0
3590_01,0,0,2,23,0,0,4,737,309,558
3593_01,1,0,2,27,0,0,3354,23,220,877
3599_01,0,0,2,46,0,48,856,0,0,4
3601_01,0,0,2,34,0,270,0,56,549,13
3601_02,0,0,0,2,0,0,0,0,0,0
3601_03,0,1,2,11,0,0,0,0,0,0
3601_04,0,0,0,1,0,0,0,0,0,0
3601_05,0,1,2,13,0,0,0,0,0,0
3601_06,0,0,2,41,0,0,18,50,1317,0
3601_07,0,0,0,11,0,0,0,0,0,0
3603_01,2,1,2,52,0,0,0,0,0,0
3603_02,2,1,2,15,0,0,0,0,0,0
3604_01,0,1,2,58,0,0,0,0,303,0
3611_01,0,0,2,23,0,0,414,0,1,286
3617_01,0,0,2,34,0,0,461,0,0,424
3617_02,0,0,2,9,0,0,0,0,0,0
3617_03,0,0,2,25,0,12,1,0,1045,33
3618_01,1,1,0,38,0,0,0,0,0,0
3618_02,1,0,0,42,1,0,2227,76,2140,5513
3618_03,1,0,2,40,0,219,4223,0,0,14
3618_04,1,0,2,18,0,244,256,0,2675,89
3621_01,2,0,2,42,0,1853,7,37,0,0
3621_02,2,0,2,40,0,1114,0,193,0,1
3623_01,0,0,2,28,0,0,0,949,0,0
3627_01,1,0,2,56,0,0,7748,0,0,1
3632_01,0,0,2,22,0,9,0,485,0,272
3633_01,2,0,2,39,0,0,0,0,0,0
3635_01,0,1,0,35,0,0,0,0,0,0
3635_02,0,0,2,36,0,504,49,0,87,83
3637_01,2,0,2,34,0,1604,309,1,0,236
3638_01,0,0,2,22,0,768,0,0,0,38
3643_01,0,1,2,21,0,0,0,0,0,0
3646_01,1,0,2,16,0,7,1879,0,28,2186
3646_02,1,0,2,35,0,0,7595,32,0,2922
3649_01,2,0,2,19,0,89,0,453,686,0
3651_01,1,1,2,36,0,0,0,0,0,0
3656_01,1,0,0,32,0,0,2802,0,21,360
3656_02,1,0,2,69,0,0,300,0,1966,93
3657_01,1,1,0,44,0,0,0,0,0,0
3657_02,1,1,0,34,0,0,0,0,0,0
3657_03,1,0,2,35,0,0,5138,0,720,2243
3659_01,0,0,2,25,0,0,1412,0,9,279
3659_02,0,1,2,3,0,0,0,0,0,0
3659_03,0,0,1,12,0,0,0,0,0,0
3659_04,0,0,2,3,0,0,0,0,0,0
3659_05,0,0,2,13,0,1014,0,917,0,43
3659_06,0,0,2,26,0,0,29,855,0,0
3659_07,0,1,1,2,0,0,0,0,0,0
3661_01,2,0,2,25,0,883,0,266,0,0
3663_01,2,1,2,19,0,0,0,0,0,0
3666_01,0,1,0,33,0,0,0,0,303,0
3669_01,0,0,0,41,0,184,2,415,0,36
3670_01,0,1,1,55,0,0,0,0,0,0
3672_01,0,0,0,30,0,433,0,47,0,252
3672_02,0,0,1,35,0,320,10,177,9,0
3673_01,0,0,2,7,0,0,0,0,0,0
3675_01,0,0,2,38,0,84,0,626,0,0
3675_02,0,1,1,51,0,0,0,0,0,0
3675_03,0,1,2,18,0,0,0,0,0,0
3676_01,1,1,2,44,0,0,0,0,0,0
3683_01,1,1,2,18,0,0,0,0,0,0
3683_02,1,1,2,13,0,0,0,0,0,0
3684_01,0,1,2,49,0,0,0,0,0,0
3684_02,0,0,2,8,0,0,0,0,0,0
3685_01,0,0,2,22,0,0,522,130,59,0
3687_01,1,0,0,32,0,0,9596,36,364,2
3689_01,2,0,2,28,0,1110,766,0,0,0
3694_01,0,1,0,56,0,0,0,0,0,0
3695_01,2,0,0,18,0,1757,0,177,0,0
3696_01,2,1,2,27,0,0,0,0,0,0
3697_01,0,0,2,46,0,0,1,18,770,0
3698_01,0,0,2,18,0,0,0,63,0,677
3701_01,1,1,2,30,0,0,0,0,0,0
3701_02,1,0,0,35,0,2439,5172,0,43,17
3701_03,1,1,2,48,0,0,0,0,0,0
3709_01,0,1,0,33,0,0,0,0,0,0
3712_01,0,1,0,0,0,0,0,0,0,0
3712_02,0,1,0,11,0,0,0,0,0,0
3712_03,0,1,2,0,0,0,0,0,0,0
3712_04,0,0,2,14,0,0,853,0,11,0
3712_05,0,1,1,9,0,0,0,0,0,0
3717_01,0,0,2,37,0,186,0,16,584,0
3717_02,0,1,2,30,0,0,0,0,0,0
3718_01,2,1,2,21,0,0,0,0,0,0
3720_01,2,1,2,32,0,0,0,0,0,0
3720_02,2,0,2,4,0,0,0,0,0,0
3720_03,2,1,2,19,0,0,0,0,0,0
3721_01,2,0,2,25,1,2751,0,354,0,68
3722_01,0,0,2,34,0,281,0,352,8,243
3723_01,0,0,2,19,0,7,568,17,54,1
3725_01,0,1,1,18,0,0,0,0,0,0
3727_01,0,0,1,23,0,0,0,0,37,463
3730_01,2,1,2,53,0,0,0,0,0,0
3731_01,0,1,1,13,0,0,0,0,0,0
3738_01,0,0,2,20,0,0,1476,2,0,2
3740_01,0,0,2,34,0,529,22,1,0,251
3746_01,0,0,2,18,0,388,0,631,1,4
3746_02,0,0,2,0,0,0,0,0,0,310
3746_03,0,1,2,35,0,0,0,0,0,0
3746_04,0,1,2,0,0,0,0,0,0,0
3762_01,0,0,2,62,0,355,0,869,0,74
3763_01,0,0,0,15,0,0,0,0,718,0
3764_01,0,1,2,28,0,0,0,0,0,0
3764_02,0,1,2,5,0,0,0,0,0,0
3766_01,1,1,2,22,0,0,0,0,0,0
3766_02,1,1,2,14,0,0,0,0,0,0
3780_01,2,1,0,43,0,0,0,0,0,0
3782_01,2,0,2,24,0,801,439,1275,0,0
3782_02,2,0,2,65,0,5900,0,17,0,0
3791_01,1,0,2,44,0,0,1440,64,6289,0
3792_01,0,1,2,50,0,0,0,0,0,0
3794_01,0,1,1,15,0,0,0,0,0,0
3799_01,0,0,2,18,0,219,17,663,0,108
3800_01,1,0,0,41,0,0,3306,0,143,2334
3802_01,0,0,2,21,0,136,0,3,0,1206
3806_01,0,1,1,16,0,0,0,0,0,0
3808_01,0,0,2,21,0,0,1059,14,79,0
3809_01,0,0,2,29,0,0,18,0,851,60
3809_02,0,0,2,19,0,0,0,0,0,0
3813_01,0,1,2,18,0,0,0,0,0,0
3819_01,0,0,0,25,0,7,0,87,0,678
3825_01,0,0,2,45,0,438,294,42,0,133
3827_01,0,0,0,32,0,0,532,103,762,3
3828_01,1,0,2,33,0,4,6733,0,14,19
3828_02,1,0,2,28,0,4069,74,0,750,25
3828_03,1,0,0,24,0,0,0,0,0,0
3829_01,0,0,0,29,0,1,351,0,283,0
3829_02,0,0,2,24,0,0,734,0,2,2
3833_01,2,1,0,22,0,0,0,0,0,0
3834_01,0,1,1,18,0,0,0,0,0,0
3837_01,0,0,2,16,0,28,240,0,0,1170
3840_01,0,0,2,17,0,0,0,177,0,2604
3843_01,0,0,2,18,0,1,648,0,0,0
3844_01,1,0,0,25,0,0,215,1583,541,104
3844_02,1,0,0,46,0,219,6669,233,90,92
3845_01,0,0,2,36,0,0,612,7,0,8
3855_01,2,1,1,62,0,0,0,0,0,0
3858_01,1,1,2,48,0,0,0,0,0,0
3858_02,1,1,2,16,0,0,0,0,0,0
3858_03,1,0,2,27,0,0,1536,0,45,3104
3858_04,1,0,2,52,0,0,2583,0,537,2722
3859_01,2,1,2,25,0,0,0,0,0,0
3860_01,2,0,0,13,0,4,439,3129,0,0
3861_01,2,0,2,35,0,443,0,345,601,0
3863_01,0,0,2,20,0,0,122,320,56,217
3865_01,0,1,1,42,0,0,0,0,0,0
3869_01,2,1,2,50,0,0,0,0,0,0
3876_01,1,1,2,66,0,0,0,0,303,0
3876_02,1,0,2,31,0,0,1249,0,303,959
3876_03,1,1,0,37,0,0,0,0,0,0
3877_01,0,0,2,72,0,3,140,0,1,1004
3878_01,2,0,0,30,0,1479,0,772,541,310
3880_01,0,0,2,29,0,0,223,569,0,0
3881_01,0,0,0,21,0,620,190,0,0,0
3882_01,2,1,0,33,0,0,0,0,0,0
3884_01,1,0,2,28,0,0,182,0,991,1297
3885_01,0,0,2,41,0,0,125,0,0,1397
3887_01,1,0,0,44,0,0,7271,0,14,0
3889_01,1,0,2,45,0,0,2400,1,1675,3
3889_02,1,0,0,61,0,0,2234,0,16,2019
3891_01,0,0,2,21,0,24,778,0,6,0
3892_01,0,1,2,25,0,0,0,0,0,0
3892_02,0,0,2,38,0,1542,0,9,0,1
3893_01,2,0,2,68,0,2466,0,205,0,0
3893_02,2,0,0,0,0,0,0,0,0,310
3893_03,2,0,2,21,0,1380,0,27,0,15
3900_01,0,0,2,55,0,0,0,0,6,788
3901_01,0,0,2,60,0,321,12,2081,0,0
3902_01,2,1,2,19,0,0,0,0,0,0
3905_01,0,1,1,17,0,0,0,0,0,0
3906_01,0,0,2,16,0,26,226,0,4146,8
3906_02,0,0,2,29,0,247,0,10,37,409
3908_01,0,0,2,29,0,134,817,504,122,0
3908_02,0,0,2,0,0,0,0,0,0,0
3910_01,0,1,1,15,0,0,0,0,0,0
3914_01,0,0,2,27,0,578,439,177,286,0
3918_01,0,0,2,24,0,219,0,0,11,897
3920_01,0,0,0,14,0,0,105,13,14,534
3925_01,2,0,2,17,0,5862,0,15,39,0
3925_02,2,0,2,37,0,1039,0,887,210,86
3929_01,0,0,0,23,0,0,0,693,0,0
3934_01,2,1,2,17,0,0,0,0,0,0
3934_02,2,0,2,33,0,16,796,130,356,0
3943_01,0,0,2,30,0,0,4,879,0,0
3943_02,0,1,2,20,0,0,0,0,0,0
3943_03,0,0,2,28,0,715,439,0,81,7
3947_01,0,0,2,25,0,614,230,0,35,0
3951_01,0,0,2,19,0,3,52,0,12,649
3953_01,0,1,2,31,0,0,0,0,0,0
3956_01,0,0,2,23,0,174,467,3,0,0
3957_01,0,1,2,29,0,0,0,0,0,0
3965_01,0,0,2,20,0,610,439,249,0,0
3969_01,0,0,2,26,0,0,0,0,745,0
3972_01,1,1,0,26,0,0,0,0,0,0
3975_01,0,0,1,51,0,292,215,46,26,92
3978_01,2,0,2,28,0,15,0,654,65,1
3979_01,0,0,2,17,0,59,154,0,177,6495
3982_01,0,0,2,22,0,23,22,3,0,1078
3983_01,0,0,2,31,0,574,288,4,0,42
3989_01,0,1,2,2,0,0,0,0,0,0
3989_02,0,1,0,0,0,0,0,0,0,0
3989_03,0,0,2,3,0,0,439,0,0,0
3989_04,0,0,1,28,0,0,632,48,0,2
3990_01,0,1,0,21,0,0,0,0,0,0
3993_01,0,0,2,15,0,854,22,0,0,654
4004_01,0,0,2,18,0,48,0,30,519,92
4007_01,1,0,0,52,0,0,10,0,178,2195
4011_01,1,0,0,49,0,0,3227,0,503,123
4012_01,1,0,0,42,0,0,7000,8251,1523,0
4012_02,1,1,2,28,0,0,0,0,0,0
4015_01,2,1,2,31,0,0,0,0,0,0
4015_02,2,0,2,19,0,172,1,545,236,0
4024_01,1,0,0,41,0,0,20229,52,50,2944
4025_01,0,0,2,31,0,0,0,2089,0,1
4028_01,0,0,2,13,0,0,0,888,0,1
4029_01,2,1,2,35,0,0,0,0,0,0
4041_01,0,1,2,29,0,0,0,0,0,0
4048_01,2,0,2,0,0,0,0,0,0,0
4048_02,2,1,2,19,0,0,0,0,0,0
4048_03,2,0,2,28,0,0,0,0,0,0
4051_01,0,1,2,19,0,0,0,0,0,0
4052_01,0,0,2,26,0,6,5903,0,240,72
4054_01,1,1,2,47,0,0,0,0,0,0
4054_02,1,0,2,29,0,0,6901,232,2,0
4054_03,1,0,2,46,0,793,830,60,644,0
4056_01,0,0,2,18,0,0,0,37,621,1
4057_01,2,0,2,33,0,268,0,1746,0,663
4059_01,1,0,0,20,0,0,0,0,0,0
4059_02,1,0,2,37,0,0,2288,0,1424,1568
4062_01,0,0,0,35,0,180,16954,171,6251,8255
4067_01,0,0,2,25,0,0,583,0,8,36
4070_01,1,1,2,22,0,0,0,0,0,0
4070_02,1,1,0,47,0,0,0,0,303,0
4070_03,1,0,0,31,0,0,4734,0,1396,136
4073_01,0,0,2,27,0,0,0,2,781,91
4073_02,0,1,2,47,0,0,0,0,0,0
4074_01,0,0,2,46,0,1,7,24,286,372
4077_01,1,0,0,47,0,0,375,1,2284,2821
4085_01,0,0,2,40,0,0,749,134,0,0
4086_01,0,0,2,39,0,0,164,177,372,91
4086_02,0,1,2,39,0,0,439,0,0,0
4086_03,0,0,2,35,0,0,701,0,8,0
4087_01,0,0,0,43,0,29,677,0,1,9
4088_01,0,0,2,38,0,4,876,3,0,4
4092_01,0,1,1,31,0,0,0,0,0,0
4094_01,1,0,2,20,0,0,86,71,4695,16
4094_02,1,0,0,44,0,1247,583,0,7068,132
4100_01,1,0,0,25,0,3,6315,103,90,0
4105_01,0,0,2,25,0,0,0,759,5,24
4111_01,0,1,0,20,0,0,0,177,0,0
4117_01,2,0,2,33,0,634,0,611,44,0
4118_01,2,0,1,58,0,21,2,461,744,5
4119_01,0,0,2,23,0,0,896,0,303,47
4121_01,1,0,2,35,0,310,9058,0,12437,37
4122_01,0,0,2,13,0,0,16,1353,44,206
4123_01,0,0,2,21,0,1074,145,0,309,80
4124_01,0,1,1,20,0,0,439,0,0,0
4126_01,0,0,2,15,0,25,0,0,5,3295
4133_01,2,1,2,48,0,0,0,0,0,0
4133_02,2,1,2,58,0,0,0,0,0,0
4136_01,1,1,0,25,0,0,0,0,303,0
4136_02,1,0,2,43,0,324,1286,0,2347,342
4138_01,0,0,2,53,0,43,0,0,3,3081
4139_01,0,0,0,13,0,1041,0,105,24,0
4146_01,0,0,2,8,0,0,0,0,0,0
4148_01,0,1,2,53,0,0,0,0,0,0
4153_01,0,0,2,22,0,351,436,4,0,0
4155_01,1,1,0,31,0,0,0,0,0,0
4157_01,0,0,2,28,0,97,1053,36,303,271
4161_01,0,0,2,22,0,0,713,1,0,7
4162_01,0,1,2,27,0,0,0,0,0,0
4164_01,1,1,2,29,0,0,0,0,0,0
4180_01,1,1,2,42,0,0,0,0,0,0
4180_02,1,0,0,42,0,0,237,0,804,5883
4187_01,0,0,2,33,0,137,0,0,926,0
4190_01,1,0,2,32,1,0,10163,97,0,89
4192_01,0,0,0,42,0,310,466,95,38,0
4193_01,0,1,1,22,0,0,0,0,0,0
4195_01,0,0,0,18,0,0,5,0,446,255
4198_01,1,1,2,46,0,0,0,0,0,0
4200_01,0,0,2,20,0,0,0,624,303,0
4201_01,0,0,2,21,0,154,622,1,27,0
4202_01,2,1,2,26,0,0,0,0,0,0
4202_02,2,0,2,51,0,180,0,439,1603,0
4209_01,0,0,2,53,0,783,0,0,1847,0
4217_01,0,0,2,29,0,1,0,0,303,36
4224_01,2,0,2,25,1,1251,0,48,0,0
4224_02,2,0,2,69,0,0,0,2262,336,0
4226_01,1,1,2,26,0,0,0,0,0,0
4226_02,1,0,2,38,0,0,9159,5,461,6366
4227_01,0,1,2,37,0,0,0,177,0,0
4228_01,0,0,2,14,0,8,0,361,346,0
4234_01,2,0,2,36,0,1475,256,0,0,19
4234_02,2,0,2,42,0,65,0,0,957,0
4235_01,0,0,2,25,0,0,49,1,943,68
4235_02,0,1,2,35,0,0,0,0,0,310
4236_01,2,0,2,26,1,3,0,1177,2,0
4236_02,2,1,2,12,0,0,0,0,0,0
4241_01,0,0,2,48,0,2,712,135,0,15
4247_01,0,1,2,13,0,0,0,0,0,0
4247_02,0,0,2,21,0,0,0,0,619,42
4248_01,0,0,2,26,0,1086,463,140,0,8
4248_02,0,0,2,32,0,156,0,153,138,0
4250_01,0,1,2,25,0,0,0,0,0,0
4263_01,0,0,2,51,0,0,439,0,0,7
4263_02,0,1,0,15,0,0,0,0,0,0
4263_03,0,1,0,14,0,0,0,0,0,0
4265_01,1,1,0,41,0,0,0,0,0,0
4268_01,0,1,2,13,0,0,0,0,0,0
4268_02,2,1,2,39,0,0,0,0,0,0
4269_01,0,0,2,19,0,22,0,787,0,0
4275_01,0,0,2,17,0,667,0,0,12,0
4276_01,0,0,2,41,0,1764,0,0,0,13
4277_01,0,0,0,43,0,219,737,0,0,4
4279_01,0,0,0,18,0,688,0,0,85,34
4281_01,0,0,2,22,0,2,439,87,306,0
4282_01,1,1,0,29,0,0,0,0,303,0
4283_01,0,0,2,22,0,1,762,0,25,0
4284_01,2,1,2,62,0,0,0,0,0,0
4284_02,2,0,2,29,0,874,0,415,0,0
4285_01,0,0,2,26,0,0,1255,0,303,0
4286_01,0,0,0,8,0,0,0,0,0,0
4286_02,0,0,1,26,0,498,182,0,0,4
4286_03,0,0,2,38,0,0,0,0,0,0
4287_01,0,0,1,49,0,0,0,769,0,0
4288_01,0,1,0,18,0,0,439,0,0,0
4288_02,0,0,2,18,0,18,0,0,0,770
4290_01,0,0,2,35,0,0,0,0,1061,2
4298_01,2,0,2,34,1,430,0,619,0,0
4298_02,2,1,2,11,0,0,0,0,0,0
4298_03,2,1,2,28,0,0,0,0,0,0
4299_01,2,0,2,22,0,525,439,19,305,0
4304_01,0,0,2,18,0,0,0,0,794,0
4307_01,2,1,2,36,0,0,0,0,0,0
4308_01,0,1,2,17,0,0,0,0,0,0
4310_01,2,0,2,25,0,517,30,100,1,400
4313_01,0,0,2,29,1,168,0,881,0,0
4314_01,1,0,2,25,0,0,0,0,0,0
4321_01,2,1,2,34,0,0,0,0,0,0
4322_01,0,1,0,16,0,0,0,0,0,0
4323_01,1,1,0,28,0,0,0,0,0,0
4323_02,1,0,2,29,0,0,82,542,1185,459
4323_03,1,0,2,38,0,0,2061,0,267,325
4323_04,1,1,0,39,0,0,0,0,0,0
4325_01,0,0,1,48,0,0,717,0,0,56
4326_01,0,0,2,23,0,30,1,225,303,453
4328_01,0,1,2,16,0,0,0,0,0,0
4331_01,0,1,2,21,0,0,0,0,0,0
4341_01,0,0,2,21,0,0,211,793,0,0
4341_02,0,0,2,4,0,0,0,0,0,0
4342_01,2,0,2,27,0,65,0,948,0,0
4353_01,0,0,2,18,0,736,40,0,0,0
4355_01,0,1,2,22,0,0,0,0,0,0
4363_01,0,0,2,28,0,0,802,146,1,0
4374_01,0,0,2,22,0,3,53,4,0,748
4375_01,1,1,1,39,0,0,0,0,0,0
4377_01,0,1,2,29,0,0,0,0,0,0
4377_02,0,0,1,42,0,48,466,3,28,125
4377_03,0,1,2,0,0,0,0,0,0,0
4378_01,1,0,2,52,0,0,465,0,1312,3521
4378_02,1,0,0,26,1,0,7596,0,5928,681
4379_01,0,1,2,19,0,0,439,0,0,0
4380_01,0,0,2,23,0,0,0,0,3,1390
4381_01,0,0,2,36,0,0,1084,0,66,0
4381_02,0,0,2,26,0,0,0,47,531,871
4384_01,0,0,2,62,0,0,775,0,9,13
4385_01,0,0,2,28,0,0,0,606,122,39
4385_02,0,1,2,25,0,0,439,0,0,0
4385_03,0,0,0,0,0,0,0,0,0,0
4389_01,0,0,2,24,0,0,0,59,744,0
4394_01,0,0,2,49,0,1128,0,0,0,0
4398_01,0,0,1,21,0,0,7,0,652,9
4406_01,0,0,2,29,0,22,41,3,24,357
4412_01,0,0,2,19,0,9,3,0,1390,310
4414_01,0,1,0,32,0,0,0,0,0,0
4417_01,2,1,2,20,0,0,0,0,0,0
4418_01,0,0,2,48,0,0,15,28,103,871
4419_01,0,0,2,27,0,846,439,0,0,0
4419_02,0,0,2,49,0,975,0,6,0,87
4420_01,0,0,2,20,0,627,6,26,0,0
4420_02,0,0,1,25,0,0,688,0,128,0
4421_01,0,0,2,28,0,0,1486,211,1038,0
4423_01,1,0,0,73,0,69,774,0,4618,40
4425_01,1,1,0,23,0,0,0,0,0,0
4425_02,1,0,0,23,0,0,16071,0,2848,505
4434_01,2,0,2,26,0,566,6,579,1508,0
4435_01,1,0,0,48,0,0,0,0,0,0
4435_02,1,0,2,28,0,0,2065,0,399,387
4439_01,2,1,2,54,0,0,439,0,0,0
4439_02,2,0,2,56,0,349,152,1613,0,0
4442_01,1,0,0,30,1,4,7026,33,67,1544
4443_01,0,0,2,24,0,0,600,177,0,0
4443_02,0,0,0,23,0,219,0,445,226,47
4454_01,1,1,2,57,0,0,0,0,0,0
4455_01,0,0,2,28,0,0,0,1168,5,763
4455_02,0,0,2,14,0,61,0,0,1,726
4455_03,0,1,2,51,0,0,0,0,0,0
4458_01,0,1,2,16,0,0,0,0,0,0
4460_01,1,1,0,29,0,0,0,0,0,0
4468_01,0,1,2,43,0,0,0,0,0,0
4471_01,0,0,2,16,0,0,0,16,7,717
4478_01,2,0,2,38,0,432,926,0,0,0
4480_01,1,0,2,40,0,0,0,0,0,0
4481_01,0,0,1,44,0,109,0,0,0,550
4484_01,0,0,2,25,0,1,0,0,0,715
4488_01,0,0,2,20,0,0,0,93,552,0
4489_01,0,0,0,19,0,0,11,413,232,1885
4495_01,1,0,2,47,0,0,3219,0,891,3641
4499_01,0,1,2,21,0,0,0,0,0,0
4503_01,0,0,2,15,0,1320,71,53,0,4
4504_01,1,0,2,26,0,0,3575,442,86,3
4507_01,1,0,2,50,1,0,1260,0,274,3129
4513_01,0,0,2,19,0,0,667,0,0,34
4519_01,0,0,2,28,0,1,0,1444,9,122
4520_01,0,0,2,18,0,140,1,0,0,643
4523_01,0,1,2,0,0,0,0,0,0,0
4523_02,0,1,2,34,0,0,0,0,0,0
4523_03,0,0,2,25,0,3,0,0,613,128
4523_04,0,0,0,8,0,0,0,0,0,0
4523_05,0,1,2,0,0,0,0,0,0,0
4523_06,0,0,0,6,0,0,0,0,0,0
4525_01,1,0,0,27,0,0,2817,0,415,4111
4526_01,0,0,2,32,0,219,0,996,1,0
4527_01,0,0,2,63,0,0,0,0,0,1020
4528_01,2,0,1,36,0,7,818,913,21,0
4536_01,1,0,0,33,0,5,2799,0,3439,6
4540_01,0,1,2,28,0,0,0,0,0,0
4541_01,1,0,0,43,0,395,47,0,1067,1420
4545_01,0,0,2,23,0,808,2,0,33,0
4548_01,1,1,2,22,0,0,0,0,0,0
4551_01,1,0,0,56,0,0,3216,0,31,68
4551_02,1,0,2,25,0,0,11963,0,986,592
4551_03,1,1,0,28,0,0,0,0,0,0
4551_04,1,1,2,44,0,0,0,0,303,0
4554_01,0,0,2,20,0,0,32,0,1495,0
4556_01,2,0,2,17,0,1214,0,1365,0,0
4566_01,0,0,2,18,0,137,21,177,30,638
4578_01,0,0,2,15,0,0,13,7,0,1109
4579_01,0,1,2,23,0,0,0,0,0,0
4582_01,0,0,2,27,0,0,875,0,7,0
4582_02,0,0,2,10,0,0,0,0,0,0
4582_03,0,0,2,10,0,0,0,0,0,0
4582_04,0,1,0,0,0,0,0,0,0,0
4582_05,0,1,2,16,0,0,0,0,0,0
4582_06,0,0,2,48,0,0,0,818,65,1
4582_07,0,0,2,7,0,0,0,0,0,0
4583_01,2,1,2,50,0,0,0,0,0,0
4583_02,2,1,2,5,0,0,0,0,0,0
4583_03,2,0,2,50,0,953,1628,1184,0,1
4584_01,0,0,2,35,0,518,1,344,1,23
4588_01,0,0,2,23,0,208,0,3,0,434
4589_01,2,0,2,28,0,122,439,219,18,0
4590_01,0,0,2,20,0,57,177,0,0,539
4598_01,2,0,2,47,0,1294,0,5,0,0
4599_01,0,1,2,26,0,0,0,0,0,0
4600_01,0,1,1,17,0,0,0,0,0,0
4600_02,0,1,2,43,0,0,0,0,0,0
4601_01,0,0,2,37,0,1394,127,7,0,0
4614_01,2,0,2,25,0,104,0,780,165,0
4614_02,2,0,0,26,0,981,0,20,5,0
4616_01,0,0,2,23,0,0,0,0,419,310
4618_01,2,0,2,46,1,537,0,768,3,0
4619_01,0,0,2,23,0,3,0,3091,89,0
4626_01,1,1,0,26,0,0,0,0,0,0
4626_02,1,0,2,27,0,1218,236,0,1678,0
4627_01,0,0,2,18,0,0,0,12,303,1421
4629_01,0,0,2,63,0,0,0,421,341,2
4636_01,0,1,1,2,0,0,0,0,0,0
4639_01,1,0,2,0,0,0,0,0,0,0
4639_02,1,0,2,0,0,0,0,0,0,0
4639_03,1,0,0,37,0,3675,439,0,5482,1535
4639_04,1,0,0,18,0,2195,2515,140,4072,345
4639_05,0,1,2,33,0,0,0,0,0,0
4639_06,1,0,2,31,0,0,0,0,0,0
4647_01,0,1,2,34,0,0,0,0,0,0
4660_01,0,0,2,18,0,0,1020,393,20,0
4666_01,2,0,2,20,0,64,0,1214,523,0
4669_01,1,1,2,37,0,0,0,0,0,0
4670_01,1,0,2,30,0,0,2506,0,419,528
4671_01,2,0,2,7,0,0,0,0,0,0
4671_02,2,0,2,32,0,0,0,0,0,0
4671_03,0,0,2,68,0,0,0,0,0,0
4671_04,2,0,2,0,0,0,0,0,0,0
4674_01,0,0,2,23,0,355,0,0,1035,0
4675_01,1,0,0,38,0,5333,6602,177,234,0
4675_02,1,0,2,26,0,0,439,4460,2525,11225
4681_01,1,0,0,29,0,55,2699,0,8096,198
4682_01,0,0,2,43,0,0,0,0,0,0
4683_01,2,1,2,38,0,0,0,0,0,0
4683_02,2,0,2,25,0,247,0,1062,0,0
4685_01,2,1,2,18,0,0,0,0,0,0
4687_01,0,0,2,23,0,6,0,1,783,18
4688_01,0,0,2,26,0,755,0,109,0,0
4692_01,1,0,2,45,0,413,835,1741,0,8443
4697_01,2,1,2,25,0,0,0,0,0,0
4698_01,2,1,0,16,0,0,0,0,0,0
4700_01,1,1,0,25,0,0,0,0,0,0
4701_01,1,0,0,11,0,0,0,0,0,0
4701_02,1,1,0,22,0,0,0,0,0,0
4701_03,1,1,2,38,0,219,0,0,0,0
4701_04,1,1,2,25,0,0,0,177,0,0
4702_01,0,1,1,17,0,0,0,0,0,0
4702_02,0,0,2,20,0,416,205,0,0,0
4703_01,1,1,2,24,0,0,0,0,0,0
4703_02,1,1,0,37,0,0,0,0,0,0
4705_01,1,0,2,32,0,0,439,0,8,19
4705_02,1,0,2,32,0,10,924,0,56,2991
4707_01,0,0,2,20,0,0,163,0,1279,0
4707_02,0,0,2,50,0,219,0,0,303,0
4715_01,1,0,2,33,0,0,0,0,0,0
4716_01,0,0,2,47,0,6,328,0,0,382
4718_01,1,1,0,49,0,0,0,0,0,0
4722_01,0,0,2,20,0,827,0,0,0,0
4724_01,1,1,2,26,0,0,0,0,0,0
4727_01,0,0,2,24,0,617,9,83,0,0
4727_02,0,0,2,11,0,0,0,0,0,0
4729_01,2,0,2,47,0,704,12,11,0,1638
4731_01,0,1,2,22,0,0,0,0,0,0
4734_01,2,0,2,35,0,1734,0,365,0,0
4735_01,2,0,0,25,0,854,0,596,0,0
4736_01,2,1,2,33,0,0,0,0,0,0
4737_01,0,0,2,20,0,0,40,9,120,622
4740_01,0,1,2,16,0,0,0,177,0,0
4742_01,2,0,2,29,0,1071,27,58,0,0
4745_01,0,1,2,16,0,0,0,0,0,0
